1488,N+,  @UPyD  Hemos pillado al PP sin buscarlo en una tremenda contradicción y en una tremenda traición  http:tcoWrni5uSq Sin buscarlo
1489,P, Al teatro El COMPAC GRAN VIA nos esperaq mágico es Madrid;)
1490,N, Rubalcaba le dice a Rajoy que tiene sospechas de que puede recortar derechos Rajoy ni le mira #investidura
1491,P+,  Ya esta aquí Ya llegó por fin la quinta ensaladera Gracias a todos los miembros del equipo hoy mucha gente dormirá feliz
1492,N, el q de Guardiola @JSanye @PilarGGranja @PuntoPelota Que no llevan bien lo de Guardiola
1493,P+,  Toca @crackoviadeTV3  Grabación dl especial NavideñoMari crismas
1494,NONE,    Os dejo la carta que Alicia Gª  Consejera de Cultura y Tur de la JCyL  y yo hemos enviado a la Sra Ministra d Cultura http:tcoQZwoH2NA
1495,NONE,    Continuanos en IESESegunda jornada del Programa de Dirección de Campañas Electorales con Steve Jarding #iesecampañas
1496,NONE,    Portada 20 Minutos - Zaragoza http:tcoUWmAkse8
1497,NEU,   Cierra Soraya mas o menos pidiendo perdón recordando que heredan el  marron  y que ellos van a dar la cara  actuar y decir la verdad
1498,N+,  Eso:@Sindy_ro @ccifuentes Que el gobierno condecore a Zp me parece humillante cuando deberían sentarlo en el banquillo por hundir España
1499,N+,  Y eso es nada Uff @nachoramos Por cada Medio de Comunicacion que cerró en 2011 cerraron más de 4000 autónomos
1500,P, Sería conveniente que los jugadores de Madrid vieran cómo pelean los del Mirandés
1501,P+,  3 Los edificios de Tabacalera son formidables y los conseguimos para la ciudad x cierto a costo 0 Según director arquitectura GMU todo
1502,NONE,    A las 24:00h estaré en el  Diario de la Noche  de @RTVMadrid  presentado por Ana Samboal
1503,NEU,    Dios Llevo en la tele desde las 830 y aún no he escrito ningún tweet  Qué me pasa  doctor
1504,NONE,    RT @FabHddzC: Si amas a alguien  déjalo libre Si grita ese hombre es mío era @paurubio
1505,N+,  No me da tiempo a contestar pero os digo a todos q siendo andaluza es para avergonzarse por el apoyo q han dado a los políticos corruptos
1506,NONE,    Estamos en el Hotel Palace Desayuno con el Ministro  @jmsoria patrocinado x @Intereconomia
1507,NEU,   Mi columna d mañana en @LARAZON_es   Segundo asalto   de las medidas antipáticas a las simpáticas  Se acabó la juerga autonómica
1508,NONE,    Arcadi Espada sobre la inmersión lingüística http:tcoUiJU7e0c
1509,N+,  El ministro de Interior desvela que la Policía investigó ilegalmente a Ignacio González Su predecesor igual sabe algo del asunto
1510,P+,  Muy orgulloso de formar parte dl equipo dl año en una revista tan prestigiosa como l Equipe Gracias a todos los q me han votado
1511,N+,  Las empresas involucradas en los #EREs  estas q sepamos y lo que queda por saber http:tcoRim0LBr5
1512,NONE,    http:tcofmwYPAXy Diséñame una camiseta  anda
1513,N+,  Los chinos  q son capaces d copiarlo todo  ahora van a x nuestro jamón Dicen que ni se le parece  pero lo venden  a 1700 euros
1514,N+,  Corrijo89 millones de toneladas de comida es lo que tiramos en Europa Perdón
1515,N, sigo sin entender que patxi lopez saliera criticando la decisión sobre amaiur cuando su partido no vota en contra y se abstiene
1516,NEU,   Es broma
1517,P+,  Lucharemos contra la desigualdad salarial con un grupo de trabajo con empresarios y sindicatos que permita ir eliminando la brecha del 20%
1518,P+,  Muy buena columna en ElPaís de @jitorreblanca Recomiendo
1519,NONE,    Virgen de la paz Noche del lunes Santi en jerez http:tcorCPt1Qfc
1520,N+,  #Bdías vaya tiempo que hace hoy niebla  que parece que estamos en la boca del lobo  y frío  mucho frío Apetece algo calentido pal cuerpo
1521,P+,  Gracias a todos x tanto amor y felicitaciones Feliz navidad Los quiero a muerte
1522,P, Vamos chicoss #Quitateeltop
1523,N+,  Injusta porque debilita a los trabajadores Mala pq lejos de crear destruye empleo Innecesaria y contraproducente pq aumenta la recesión
1524,P+,  Muchisimas gracias ;-)))) RT @anaroski @mariviromero @mamenpedemonte  Enhorabuena
1525,NONE,    Esta noche  a partir de las doce  nos vemos en @13television @DHAM_13tv con @alfonsomerlos y el análisis del nuevo gobierno d @marianorajoy
1526,P+,  Rajoy sobre Cascos  Los gobernantes debemos de trabajar duro y bien para resolver los problemas
1527,N+,  En Battle Royale  el límite de paro insoportable para Japón era el 15% (post es de 2009  cuando 4 millones era mucho) http:tcox5RFdrgC
1528,P+,  @alfiefuentes @AlexdelaIglesia tendrías q haber entrado en Tipos Infames Y me hubiese dado unos consejitos con mi corto ;) gran sitio
1529,NONE,    Buenos dias mundo tuiter
1530,NONE,    Y no olvideis que esta noche estare en sala tropicana en valencia
1531,P, Estos días trataré de hacer deporte con mis amigos y desconectar
1532,N, Victoria sin gobierno análisis del delegado de EL PAÍS en Andalucía http:tcokEn4Eeqv via @el_pais
1533,N, Pregunta para darse d baja d un servicio d telefonía  x ley es obligatorio q te la tramiten d la misma manera q el alta Cc @movistarpro_es
1534,N, Creéis que hay o no choque de trenes entre Montoro y de Guindos sus distintas posiciones sobre control cuentas regionales apuntan a que si
1535,NONE,    Mañana MALAGA
1536,P, A las 3 en @A3noticias  el gobierno exigirá responsabilidades penales a los gobernantes que gasten más de lo presupuestado
1537,NEU,   El Gobierno de Rajoy sube las pensiones El PSOE lo recorta todo menos el paro - http:tcopp23dVSm #AhoraAndalucía
1538,NEU,   Intentando llegar a un pacto con los virus para que depongan las armas y su actitud  Inmunidad a cambio de inmunidad
1539,P,  Lo mejor de mi timeline está disponible http:tcoPLbGUQKc  Historias del día por @cfopabloalboran @los40_spain @trendsmadrid
1540,P+,  Contra el descriterio  @TelediarioInter a las 3 Para saber lo q pasa y Xq Para entender mejor la realidad  con argumentos valientes
1541,P, Muy bien al no entrar al trapo   Se siente perseguido por los franceses   Para nada  Que el titular de L Equipe se lo dé  Noah
1542,NEU,   La muerte te hace pasar de cocainómana de Los Angeles a santa Houston  virgen y mártir
1543,P+,  ja  ja @arturamonart @Buenafuente  Te ha quedado una auténtica obra de arte
1544,P, Aveces es divertido ver como los que te desean lo peor tienen que soportar que te ocurra lo mejor  :0)
1545,NEU,   Veo a la derecha muy molesta con el resultado en Andalucía y Asturies  al tiempo que a un PSOE ansioso Nosotros estamos  tranquilos
1546,N, Persecución de los xtianos en la India Hablamos con un obispo de la zona @TelediarioInter 20:30
1547,N, La neolengua se introduce en el insulto conservador Ahora se lleva el diagnóstico de discapacidad o de enfermedad mental Falta humanidad
1548,P+,  Oeoeoeoeoeoeoe oe oe @Intereconomia y sus @TelediarioInter Bien @LosadaPescador
1549,P+,  @carmenmorodo Qué generoso  jaja
1550,N, Carlos Floriano  de Organización del PP  ha hablado hoy en la COPE  Antena 3 TV  RNE y ABC Punto Radio No puede hacer el chat de EL PAÍS
1551,NEU,   Guerra de encuestas Canal Sur no da la mayoría absoluta al PP  y otras sí
1552,N, Explicaciones @marianorajoy  Hemos tenido que   cosas que a nadie le gusta hacer   no hay más remedio que   no hay alternativa
1553,N, @DiegoCruz_ aceras con esguince de tobillo garantizado Cementerio de La Almudena http:tcoE9azR9Sr http:tcog4MD0X79
1554,P+,  Energía competitiva Liberalización y solución del déficit tarifario Todas las energías
1555,P, @estherpalomera @sanchez_sonia @jsdfrancisco @pedroj_ramirez @sorayapp y que lo digas A en la réplica  si la premonición se cumple
1556,P+,  Una preciosidad de libro Chema Madoz http:tcoeEIP3N6T
1557,NONE,    Acabo de intervenir en @TelediarioInter con @LosadaPescador y @icacabelos
1558,N, El Madrid  conspiraciones  neutralidad de la justicia  presiones mediáticas  periodistas como promotores de noticias http:tcoEuyr0BlM
1559,NONE,    Julian Assange se presentará a las elecciones al Senado australiano en 2013 - http:tcoKbrTfQal
1560,P, Primer paso de la eliminatoria Faltan 90 min para conseguir el objetivo con nuestra gente Ahora a descansar y a http:tco2ZI3E3UQ
1561,N, Curiosidad del insomne  Por qué iba a ceder la CEOE ante sindicatos si sabe que el Gobierno hará por decreto lo que la patronal quiere
1562,P+,  El público inteligente está en las redes sociales La educación determina su uso más que la riqueza Impacto en medios http:tcoCNF4O2fv
1563,NEU,   @morabenavente:Reflexión excelente Cómo tomar decisiones capitales en situaciones de incertidumbre Unknown Unknowns http:tcoY91O5GSw
1564,NONE,    Y yo en el hotel Mañana a las 5:00 al aeropuerto  go to Madrid  para a la tarde  ir a París #titiritero #saltimbanqui #siloewenolocreo
1565,N+,  Dolor de cabeza para Merkel FHolland http:tcoWO3MB4VU
1566,NONE,    He corrido 363 kmg http:tco00W5Eh53
1567,N, El nuevo Presidente Alemán  no soy superman http:tco8rzgIvMt
1568,P, @marodriguezb Gracias MAR
1569,P+,  A las 12:00h estaré en el parque del Retiro  en el homenaje a las víctimas del #11M organizado por la @_AVT_  #11Mconlasvictimas
1570,NONE,    Nuestra portada emprendedores de Youtube @quediario QUÉ del jueves 8 de marzo de 2012 http:tcoLCAjKPor
1571,P+,  Muchas gracias @viul_abloguear El libro de @pedroj_ me ha enganchado desde la primera página Muy recomendable como regalo de navidades
1572,N, Momento de reflexión para Rajoy Política no es la cajera de un supermercado que suma productos por código de ba http:tcoXNjT79qK
1573,N, @javiercasqueiro Aquí está el roscón http:tcojkqaHJiM un poco escaso
1574,NONE,    Madrid ciudad sin niños  aumenta el número de personas que viven solas
1575,P, Quiero agradecer a todos los que me saludaron en la Disco en Alicante  al 52% de -eres un maquina-al 34% de -nos hacemos unas pajillas-
1576,P,   Mucho ánimo hoy para  La Armada    Espero que podáis brindarnos la quinta Copa Davis    MUCHA SUERTE http:tcoWHsk2vv6
1577,NEU,   RT@LorenzodeAra Un magistrado del Supremo  Si hay que meter a Urdangarin en prisión  se le mete  http:tcoa9QjBJmN vía @elmundoes
1578,P+,  Toda la suerte del mundo esta tarde para @CBAvenida en la cancha del Schio Nuestras chicas siguen siendo las actuales campeonas de Europa
1579,P+,  3 campañas en 1 año @eliasbendodo @margadcm @Francissalado ;-)) gracias ;-)) @ppmalaga http:tcoR7FXTMYy
1580,NONE,     Mallorquines del twitter Nos vemos con #YesWeSpainIsDiferent el próximo 27 y 28 ENERO en el Auditoriumentradas en http:tcoQ9HzeyLP
1581,N+,  Lo del bachillerato de tres años es  poner todo patas arriba   dice Rubalcaba sobre propuesta de Rajoy #investidura
1582,N, RT @EduMadina  Elecciones en Asturias el 25 de marzo Sí y el PSOE allí con esos pelos Repetirá jugada el candidato socialista
1583,N+,  #Invercaria  último eslabón de la cadena de corrupción en la Junta de Andalucía  http:tcoeYU523Ja Eso espero
1584,P, RT @_rubalcaba_ En el @PSOE tenemos que tener una Agrupación o Federación 20 para que los que quieren participar a través de la red
1585,N, @RubiAntonio tu insistencia ha tenido recompensa 99 € q me he dejado en orbyt para q me tengas informado de la ruina q trae 2012HappyNY
1586,P, @Fgarea un abrazooooo
1587,N,  @javierarenas_pp  llama a la regeneración en #Andalucía frente a la corrupción y al sectarismo  http:tcobcVOX4sK #elcambioandaluz
1588,P+,    el cambio que proponemos es el cambio tranquilo que tenemos que hacer entre todos   @javierarenas_pp #elcambioandaluz
1589,NEU,   En Orihuela el Demonio también tiene procesión http:tcoVIhoCAUa
1590,NONE,    Interpelación al consejero de Transportes e Infraestructuras en materia de tarifas del transporte publico Presido el Pleno #AsambleaMadrid
1591,NEU,   Vilajoana (CiU) reclama expresamente a Rajoy que flexibilice el recorte de 15000 mill de las autonomías Y pide más inversión en I+D+i
1592,P+,  Gracias a los madridistas por todo su apoyo y que sepan que este equipo nunca baja los brazos Sabemos cual es el camino
1593,P, Nadie diría  por las sonrisas de los diputados del PP  que Rajoy ha ganado la votación
1594,P+,  Que maravilla Felicidades a todos La flor y nata RT @abrahamelgar @AlejandroSanz pues hoy un dia cargado de  http:tcogXqpAE8V
1595,P, RT @MPedro_90 @Albert_Rivera por supuesto todasYa quisiera yo que #CLM fuera la que mas aportase al estado  eso sería una magnifica señal
1596,P+,  Hoy hemos firmado un convenio con el Ayuntamiento y la Diputación de Granada para dar Teleasistencia a mas de 9000 mayores granadinos
1597,P+,  Nada mas dinámico y emocionante que este magnifico film de aventuras http:tcoocsxmWDL
1598,N, El Gobierno de Mariano Rajoy ha desmentido  tajantemente  las sospechas de Bruselas sobre las cifras oficiales del déficit público EP
1599,N, Vaclav Havel nos deja Un político con la fuerza de la moral y reivindicador de la sociedad civil contra todo abuso http:tcocAKHLJvl
1600,P+,  Ahora comienza #elcambioandaluz de los jóvenes #conectaconelcambio ;-)) @nnggandalucia ;-)) http:tcoC1tJ6B30
1601,N+,  Guindos  pillado por un micrófono abierto  La reforma laboral  extremadamente agresiva   Violenta  Además van a pegar a la gente
1602,N+,  Lo de la copia de la Gioconda me deja asombrado  Cómo son de grandes los fondos del Prado para que siglos después descubran estas cosas
1603,P+,  Me escanta Esperanza Spaulding gotta love her #greatmusic
1604,NEU,    Redacción simulada  para aprender periodismo http:tcoL1LDdC72 vía @fape_fape
1605,NEU,   Responsabilidades penales ante el despilfarro  se debatirá en el anteproyecto del ley de estabilidad presupuestaria
1606,P+,  Ahí t e va cuatacho RT @DannielFK Heeey @AlejandroSanz dame un RT te admiro saludos desde #TabascoMexico
1607,NONE,    Sevilla-Almería para mantener encuentro con mayores Posteriormente  reunión comerciantes pymes autónomos y empresarios turísticos en Vera
1608,NONE,    China qjuiere opinar sobre el nuevo Director del Banco Mundiasl http:tcops9ymNc3
1609,P+,  @Vertele Audiencias  Tú sí que vales  lidera en Telecinco tras el partido de Champions http:tcoB37X6y8v Ouyesh
1610,P, @maria_urraco @Edurnity Edurne Ya tengo mi entrada para LA ÚLTIMA funcion de Grease http:tcoAGVzNq4v
1611,P, Angel Leon Arroz con plancton Hidromiel Puerto de Santa Maria No he comido nada igual #sibarisforever http:tcodMWcBNmQ
1612,P, La quiero  la admiro y me encanta discutir con ella Felicidades @estherpalomera
1613,N, La RUPTURA LABORAL LAPONIA es un sarcasmo en el día de la mujer trabajadora
1614,P, Analizamos ahora la propuesta de planes específicos de empleabilidad para mujeres que sufren discriminación #elcambioandaluz
1615,P, Yo tambien me acuerdo ;) RT @atrejom RT @ROSS_RIV @atrejom te acuerdas del concierto gratis de @AlejandroSanz  http:tcohLjoRIMV
1616,N, Los bancos prestaron unos 225000 millones de euros a promociones de viviendas que están sin acabar o sin vender
1617,P, FELIZ NOCHE DE REYES
1618,N,  Juega algún francés en el Sevilla Flipo con el mensaje de las camisetas de sus jugadores http:tcolRQTgrWp Factoría Del Nido
1619,NONE,    Hoy reunión con hosteleros del #CentroHistorico #elcambioandaluz (@ Cafe Central) [pic] http:tco7bEst9gC
1620,NEU,   El Psoe acusa a Gallardón de imponer en el aborto una moral ultra El ministro asegura defender el derecho de las mujeres a la maternidad
1621,P, Facebook nos permitirá escuchar música con nuestros amigos http:tcoEtVzwBo7
1622,N+,  Jajajajajja la mierda del nuevo twitter locooooo me tiene
1623,NONE,    Portada As http:tcoJjO3BfOW
1624,NONE,    http:tco8vkWw9u2 vía @GFVara
1625,P,  Queréis saber cuanto sabéis sobre el Sorteo de Navidad Aquí podéis comprobarlo   Os va a costar ganarme :-) http:tco9dTB9zOe
1626,P, No os perdáis la #portadaEPC de mañana tema de apertura e imagen impagables La tuiteo en un ratito
1627,N+,  El contrato indefinido es indefinidamente temporal con despido gratuito
1628,P, Bono a ZP has dado lo mejor de ti a España en un momento muy difícil A Rajoy le desea acierto en sus decisiones x el bien de todos
1629,N+,  Me reservo dónde y cómo deposito mis ahorros con mi familia Sólo estoy obligado a la trasparencia pública aunque veo que hay mucho experto
1630,NEU,   @carlos__alsina si quieres Trinidad Jiménez o Martínez Olmos te lo pueden explicar esta noche en La Brújula
1631,P+,  Preparado para ver el partidazo entre el Man U y Athletic de Bilbao Sera bonito seguro
1632,P, En recuerdo a Manuel Broseta RT @Rubindecendoya El Rincón de Rubín VIDAS ROTAS EL 15 DE ENERO http:tco2NfeNics
1633,P, Un abrazo para los compañeros de @Publico_es
1634,NONE,    Os  suenan estas palabrasaa http:tcoWvDCFL5h via @enfemeninocom
1635,P+,  Para nadaaaa Sabeis que no es asi A veces no coincidimos  es todo Os mando mucho cariño RT (cont) http:tcoNWQIgoK5
1636,NEU,   Guau @Suanzes Informe Gobierno Corporativo d SAN Remuneración de los consjeros €40 millones Retribución fija 11 millonesVariable 21 8
1637,NEU,   Ahora estoy saliendo para jugar con @MCFC Ojalá q cuando termine el partido lleguen noticias de q están mejor Y q no haya fallecidos
1638,N, La deuda de la Junta con el tema de los EREs y las ayudas a trabajadores asciende a más de 535 millones de € a pagar desde 2011 a 2015
1639,NONE,    El camino no puede ser otro que más Europa #enmiblog
1640,P+,  Porfin ya puedes ver mi video completo d #mevoy con @espinozaoficial #brava q te parece http:tcoqG9m0nKF
1641,P+,  En declaraciones ante los medios  en Ferraz Patxi López muestra su confianza en Rubalcaba y Tomás Gómez en Chacón
1642,P+,  Ole Paraguay gracias ;) RT @tamaitagoSto @AlejandroSanz obvio que ya lo estamos pidiendo A full desde Paraguay ;)
1643,N, RT @_rubalcaba_  Arenas está haciendo lo mismo que Rajoy Mentir sobre la solvencia de Andalucía Mentir para llegar al poder
1644,P+,  Para no mezclarlo con las inocentadas adelantaré nuestro anuncio aquí en Twitter dentro de media hora
1645,P+,  La PEPA  tiene 384 artículos  supuso la libertad como nación  asi como poder escribir  imprimir y publicar ideas políticas
1646,P+,  Espero que lo seahala madrid  Tengo muchos amigos catalanes abrazos para todos
1647,P, Buenos días Espero que esta noche merezca la pena
1648,P+,  Claro que si ;-)) RT @Baboo___ @mariviromero Gracias por RT Avísanos cuando vengas
1649,P+,  llegan los chinosHuawei presenta la primera tableta con cuatro núcleos y pantalla de 10 pulgadas en el #MWC12 http:tcoE1LRWMAo
1650,NEU,   Gracias RT @jesusamadori @sevillajordi parece que su idea de la devaluación fiscal va ganando adeptos http:tcoBjkSBhan
1651,NONE,    Hacia las 1330 estaré en la mesa política d @mrtfernandez @mananascuatro con @Federicoquevedo @APapell y @elisabeni
1652,N, Currin amenazó a Rajoy con echarle a la opinión pública encima si no continuaba con el proceso de paz @TelediarioInter 20:30
1653,N, Coño  @diariodenavarra ya me ha quitado de presidente del PP de Navarra http:tcoJ6DjEAyO
1654,P+,  Toda suya @juliosandreu Sí Sr La he grabado Un saludo desde el otro lado  jeje  ( de España ) Buena tarde
1655,P, Sí lo que está entre las aceitunas son fresas @danimelli79  Y la explosión en la boca es brutal
1656,NONE,    El @PPopular no descarta otra ronda de reuniones con ministerios para traspaso de poderes  después de recibir información pedida al gobierno
1657,NEU,   Sabina anima a participar en el 29-M con el canto a la huelga madre Y Serrat también  http:tcot5TLMnXs
1658,N+,  Imágenes y testimonios muestran la extrema dureza de las cargas policiales contra estudiantes en Valencia http:tcop0PXwzCs
1659,P, Rajoy y Rubalcaba se verán el próximo miércoles para hablar de las reformas y  sobre todo  de la renovación de varias instituciones
1660,N+,  Ghesta  los técnicos d Hacienda  calcula entre un 10 y 20% el sobrecoste d lotería premiada para blanquear dinero  Os suena #amnistíafiscal
1661,NONE,    Silencio Blanco en la Amargura #ssanta12 http:tcot0YBMK6J
1662,P+,  @pablooviana  cómo huevos iba yo a pensar que un anuncio de embutido pudiera llegar a emocionarme tanto Que grande #Campofrío gracias
1663,N, Alfonso Alonso reprocha a antigüedad que no haya condenado a ETA desde la tribuna del parlamento  Debemos ser especialmente exigentes
1664,P, Qué lección de defensa acaba de darle el Fuenla al Madrid Sólo Felipe tira del equipo Eso lo dice todo
1665,N, De Guindos  las turbulencias y la volatilidad de la prima se riesgo no nos pueden hacer perder el rumbo
1666,N+,  Muere tiroteado x un hombre con uniforme dl Ejército afgano soldado OTAN n Afganistán según organización q no dice nacionalidad dl fallecido
1667,N, @mgilguerrero el abogado esta indignado Xq el Rey no le informo antes Es indigno todo Lo segundo también
1668,NONE,    #Picasso sienta a #Málaga en el diván @teoleongross  http:tco9sHK79JO
1669,P, Muy buenas noches followercetes http:tcoRYgHXuLU
1670,NONE,    http:tcoDyXG6HDl videocapítulo del concierto de Albacete  Feliz Navidad
1671,P, Aquí esta ya listo el yoghurt con mijititillas casero ;-) @mariarojo82 #chatidieta
1672,NONE,    CNN iReport cuenta con un millón de registrados http:tcoL1aSVqaP via @MKDirecto #medios #periodismo
1673,N+,  Primera encuesta sobre los recortes de Rajoy y la batalla entre Rubalcaba y Chacon  de Metroscopia  mañana el EL PAIS
1674,NONE,     Mas  acto primero   el epílogo de hoy en #ePeriódico http:tco9OxBTFcG
1675,N+,  Un político faltón y desabrido ha emplazado hoy a EM a que aporte pruebas de que la policía le está investigando Pronto las tendrá
1676,P, La emisión de CO2 en el volcán de El Hierro continúa descendiendo http:tcoj1IA5O25 (ep)
1677,P+,  Hoy empieza la primavera El equinoxio maya Q bonito dia en chichenitza se ven las maravillas (cont) http:tcoYDp1cOqb
1678,NONE,    Hay Liga
1679,N, Floriano vicesecretario org PP ve dificil d entender q PSOE no apoye medidas con objetivo d crear empleo y se situe en posicion tan extrema
1680,NONE,    El Supremo cita a declarar el 21 y 22 de febrero al primo político de Blanco y al empresario Dorribo http:tcoGCntLPLk
1681,NONE,    Hola  esta es la portada de hoy  jueves 2 de febrero Un saludo a todos http:tcoUfho2p6U
1682,N,  Por qué el felipismo suspende su cena conciabulo Se lo contamos en el @TelediarioInter 20:30
1683,NEU,   Si gallardòn es el mismo de siempre y no ha perdido facultades me temo q en la réplica va a destrozar a  villarubia #qseprepare
1684,P, Bueno pues a las 4 voy a conocer la #chatidieta   por si te apuntas @gemmadelcorral
1685,NONE,    Memoria necesaria @santigonzalez10  Joseba Pagaza  VII aniversario http:tco7mbRAg0u
1686,P, Referencia Consejo Ministros Aprobado el mecanismo de financiación a las entidades locales para el pago a proveedores  http:tcoeeU5ln8s
1687,P+,  Son la bomba  Espectacular ClementeClon En @Fede_dejuan @LosClones me muero de la risa  hahahshahshshaha
1688,N,  Alguno de los que andan en el congreso del PP puede contarme si la expo sobre Fraga incluye alguna foto de su etapa franquista Curiosidad
1689,P, Bueno  4 goles  igual es sólo fin de ciclo
1690,N+,  Pues el logo de #Madrid2020 no me gusta Tanto arco iris me recuerda a Curro  el de la #Expo92  aún siendo éste último aún peor
1691,P+,  RT @Mark0_Angel @paurubio mmmmmmmmmmmmmm UNOS CHILAQUILES y tuaaaa
1692,P+,  Qué cosas nuevas os gustaría ver en los próximos videocapítulos del 2012muchos besos
1693,P+,  Grandioso Rafa Nadal
1694,P+,  El Congreso aplaude a Fátima Báñez Soberanía nacional vs coacción sindical @TelediarioInter 20:30
1695,NONE,    Chate pal lao que me ciegaaas RT @monsherrygirl &amp;ldquo;@AlejandroSanz Ya es vierneeees Imagina aqui en  http:tcoTPE7pRoF
1696,P, Gran articulo de Carmen SMacías  http:tcoEIFuOKrB vía @larazon_es
1697,NEU,   El principal reto del PSOE d Rubalcaba no es cerrar la fractura interna sino curar la fractura con la sociedad española http:tcoVxr9nU46
1698,P, @AberronchoTV @David_Busta te mando un saludo de cántabro a cántabro  un abrazoABERRONCHOOOOOO Abrazo
1699,P, @iescolar Perdona  pero eso lo respeta solo pide que no se llame  matrimonio  porque no hay  mater
1700,NONE,    Lo voy a decir solo una vez más  ESTO DE LOS RETWITS SON COMO LOS BESOS SE DAN NO SE PIDEN #estonoestucorchopublicitario
1701,N, Q lo paguen ellos RT @joseantoniodelp @mariviromero @migar_ @miguehijano @ahora_andal Últimos días de Mentiras y gordas saludos
